,modelo,version,precio,segmento
1268,DUSTER,1.5dCi SL Trotamundos 4x2 110,15914.0,TTE Compacto
1269,DUSTER,1.5dCi Laureate 4x2 EDC 110,16302.0,TTE Compacto
1270,DUSTER,1.5dCi Laureate 4x4 110,16762.0,TTE Compacto
1271,DUSTER,1.5dCi SL Trotamundos 4x2 EDC 110,17369.0,TTE Compacto
1272,DUSTER,1.5dCi SL Trotamundos 4x4 110,17732.0,TTE Compacto
1273,LOGAN,1.0 TCE Ambiance 75,8136.0,Compacto
1274,LOGAN,MCV 1.0 TCE Ambiance 75,8585.0,Compacto
1275,LOGAN,0.9 TCE GLP Ambiance 90,9203.0,Compacto
1276,LOGAN,1.5dCi Ambiance 75,9494.0,Compacto
1277,LOGAN,MCV 0.9 TCE Laureate,9846.0,Compacto
1278,LOGAN,1.5dCi Ambiance 90,10076.0,Compacto
1279,LOGAN,MCV 1.5dCi Laureate 75,10234.0,Compacto
1280,LOGAN,1.5dCi Laureate 90,10464.0,Compacto
1281,LOGAN,MCV 0.9 TCE Stepway,10525.0,Compacto
1282,LOGAN,MCV 0.9 TCE GLP Laureate,10622.0,Compacto
1283,LOGAN,MCV 1.5dCi Laureate 90,10816.0,Compacto
1284,LOGAN,MCV 0.9 TCE SL Trotamundos,11301.0,Compacto
1285,LOGAN,MCV 1.5dCi Laureate Caja Robotizada 90,11301.0,Compacto
1286,LOGAN,MCV 1.5dCi Stepway 90,11495.0,Compacto
1287,LOGAN,MCV 1.5dCi SL Trotamundos 90,12271.0,Compacto
1288,SANDERO,1.0 Base 75,6513.0,Utilitario/Polivalente
1289,SANDERO,1.0 Ambiance 75,7443.0,Utilitario/Polivalente
1290,SANDERO,1.0 Laureate 75,8025.0,Utilitario/Polivalente
1291,SANDERO,0.9 TCE Laureate 90,8704.0,Utilitario/Polivalente
1292,SANDERO,1.5dCi Ambiance 75,8897.0,Utilitario/Polivalente
1293,SANDERO,0.9 TCE GLP Ambiance 90,8898.0,Utilitario/Polivalente
1294,SANDERO,0.9 TCE Stepway,9140.0,Utilitario/Polivalente
1295,SANDERO,0.9 TCE Laureate Easy-R 90,9189.0,Utilitario/Polivalente
1296,SANDERO,1.5dCi Laureate 75,9479.0,Utilitario/Polivalente
1297,SANDERO,0.9 TCE GLP Laureate 90,9480.0,Utilitario/Polivalente
1298,SANDERO,1.5dCi Laureate 90,10061.0,Utilitario/Polivalente
1299,SANDERO,0.9 TCE SL Trotamundos 90,10062.0,Utilitario/Polivalente
1300,SANDERO,1.5dCi Laureate Easy-R 90,10546.0,Utilitario/Polivalente
1301,SANDERO,1.5dCi Stepway 90,10837.0,Utilitario/Polivalente
1302,SANDERO,1.5dCi SL Trotamundos 90,12292.0,Utilitario/Polivalente
1303,DS3,1.2 PureTech Desire 82,11584.0,Utilitario/Polivalente
1304,DS3,1.2 PureTech S&S; Desire ETG 82,13131.0,Utilitario/Polivalente
1305,DS3,1.6BlueHDi Desire 75,14231.0,Utilitario/Polivalente
1306,DS3,1.2 PureTech S&S; Desire 110,14381.0,Utilitario/Polivalente
1307,DS3,Cabrio 1.2 PureTech Desire 82,15231.0,Utilitario/Polivalente
1308,DS3,1.6BlueHDi S&S; Desire 100,15381.0,Utilitario/Polivalente
1309,DS3,1.2 PureTech S&S; Style 110,15381.0,Utilitario/Polivalente
1310,DS3,1.2 PureTech S&S; Performance Line 110,16281.0,Utilitario/Polivalente
1311,DS3,1.2 PureTech S&S; Style EAT6 110,16681.0,Utilitario/Polivalente
1312,DS3,1.2 PureTech S&S; Sport 110,16781.0,Utilitario/Polivalente
1313,DS3,1.2 PureTech S&S; Performance Line 130,17181.0,Utilitario/Polivalente
1314,DS3,1.6BlueHDi S&S; Performance Line 100,17281.0,Utilitario/Polivalente
1315,DS3,1.6BlueHDI Style 120,17381.0,Utilitario/Polivalente
1316,DS3,1.2 PureTech S&S; Performance Line EAT6 110,17581.0,Utilitario/Polivalente
1317,DS3,1.2 PureTech S&S; Sport 130,17681.0,Utilitario/Polivalente
1318,DS3,1.2 PureTech S&S; Sport EAT6 110,18081.0,Utilitario/Polivalente
1319,DS3,Cabrio 1.2 PureTech S&S; Style 110,18181.0,Utilitario/Polivalente
1320,DS3,Cabrio 1.6BlueHDI S&S; Desire 100,18181.0,Utilitario/Polivalente
1321,DS3,1.6BlueHDI S&S; Performance Line 120,18281.0,Utilitario/Polivalente
1322,DS3,1.2 PureTech S&S; Dark Side 110,18381.0,Utilitario/Polivalente
1323,DS3,1.6BlueHDI Sport 120,18781.0,Utilitario/Polivalente
1324,DS3,1.6BlueHDi S&S; Sport 100,18991.0,Utilitario/Polivalente
1325,DS3,Cabrio 1.2 PT. S&S; Performance Line 110,19081.0,Utilitario/Polivalente
1326,DS3,1.6BlueHDi S&S; Style 100,19099.0,Utilitario/Polivalente
1327,DS3,1.6 THP S&S; Sport 165,19152.0,Utilitario/Polivalente
1328,DS3,Cabrio 1.6BlueHDI S&S; Style 100,19181.0,Utilitario/Polivalente
1329,DS3,1.6BlueHDi S&S; Dark Side 100,19381.0,Utilitario/Polivalente
1330,DS3,Cabrio 1.2 PureTech S&S; Style EAT6 110,19481.0,Utilitario/Polivalente
1331,DS3,1.2 PureTech S&S; Dark Side EAT6 110,19681.0,Utilitario/Polivalente
1332,DS3,Cabrio 1.6BlueHDI S&S; Performance 100,20081.0,Utilitario/Polivalente
1333,DS3,Cabrio 1.2 PT. S&S; Performance EAT6 110,20381.0,Utilitario/Polivalente
1334,DS3,Cabrio 1.2 PureTech S&S; Sport 130,20481.0,Utilitario/Polivalente
1335,DS3,Cabrio 1.2 PureTech S&S; Sport EAT6 110,20881.0,Utilitario/Polivalente
1336,DS3,Cabrio 1.6BlueHDI Sport 120,21581.0,Utilitario/Polivalente
1337,DS3,Cabrio 1.6 THP S&S; Sport 165,21952.0,Utilitario/Polivalente
1338,DS3,1.6 THP S&S; Performance 208,22187.0,Utilitario/Polivalente
1339,DS3,1.6 THP S&S; Performance Black Sp. 208,26187.0,Utilitario/Polivalente
1340,DS3,Cabrio 1.6 THP S&S; Performance Black Sp. 208,27987.0,Utilitario/Polivalente
1341,DS4,1.6 BlueHDi S&S; Desire 100,18482.0,Compacto
1342,DS4,1.2 PureTech S&S; Desire 130,18500.0,Compacto
1343,DS4,1.6 BlueHDi S&S; Desire 120,20150.0,Compacto
1344,DS4,1.2 PureTech S&S; Style 130,20300.0,Compacto
1345,DS4,1.6 BlueHDi S&S; Desire EAT6 120,21450.0,Compacto
1346,DS4,1.2 PureTech S&S; Performance Line 130,21500.0,Compacto
1347,DS4,1.6 BlueHDi S&S; Style 120,21950.0,Compacto
1348,DS4,1.6 THP S&S; Style EAT6 165,23127.0,Compacto
1349,DS4,1.6 BlueHDi S&S; Performance Line 120,23150.0,Compacto
1350,DS4,1.6 BlueHDi S&S; Style EAT6 120,23250.0,Compacto
1351,DS4,1.6 THP S&S; EAT6 Performance Line 165,24327.0,Compacto
1352,DS4,1.6 BlueHDi S&S; Performance Line EAT6 120,24450.0,Compacto
1353,DS4,1.6 THP S&S; Sport EAT6 165,25227.0,Compacto
1354,DS4,2.0 BlueHDi S&S; Style EAT6 180,26250.0,Compacto
1355,DS4,2.0 BlueHDi S&S; Performance Line EAT6 180,27450.0,Compacto
1356,DS4,2.0 BlueHDi S&S; Sport EAT6 180,28350.0,Compacto
1357,DS4 CROSSBACK,1.2 PureTech S&S; Desire,19316.0,Compacto
1358,DS4 CROSSBACK,1.2 PT. S&S; Connected Chic,19736.0,Compacto
1359,DS4 CROSSBACK,1.6BlueHDi S&S; Desire,20966.0,Compacto
1360,DS4 CROSSBACK,1.2 PureTech S&S; Style,21116.0,Compacto
1361,DS4 CROSSBACK,1.6BlueHDi S&S; Connected Chic,21386.0,Compacto
1362,DS4 CROSSBACK,1.6BlueHDi S&S; Style,22766.0,Compacto
1363,DS4 CROSSBACK,1.6BlueHDi S&S; Style EAT6,24066.0,Compacto
1364,DS4 CROSSBACK,1.6THP S&S; Sport EAT6,26024.0,Compacto
1365,DS4 CROSSBACK,2.0BlueHDi S&S; Sport EAT6,29166.0,Compacto
1366,DS5,1.6BlueHDi S&S; Desire 120,25588.0,Familiar
1367,DS5,1.6BlueHDi S&S; Style 120,26838.0,Familiar
1368,DS5,1.6BlueHDi S&S; Desire EAT6 120,26988.0,Familiar
1369,DS5,1.6 THP S&S; Desire EAT6 165,27018.0,Familiar
1370,DS5,2.0BlueHDi S&S; Desire 150,27188.0,Familiar
1371,DS5,1.6BlueHDi S&S; Style EAT6 120,28238.0,Familiar
1372,DS5,1.6 THP S&S; Style EAT6 165,28268.0,Familiar
1373,DS5,2.0BlueHDi S&S; Style 150,28438.0,Familiar
1374,DS5,1.6 THP S&S; Performance Line EAT6 165,29768.0,Familiar
1375,DS5,2.0BlueHDi S&S; Performance Line 150,29938.0,Familiar
1376,DS5,2.0BlueHDi S&S; Style EAT6 180,30538.0,Familiar
1377,DS5,2.0BlueHDi S&S; Sport 150,31238.0,Familiar
1378,DS5,2.0BlueHDi S&S; Performance Line EAT6 180,32038.0,Familiar
1379,DS5,2.0BlueHDi S&S; Sport EAT6 180,33338.0,Familiar
1380,DS5,2.0BlueHDi S&S; Prestige EAT6 180,37338.0,Familiar
1381,DS5,Hybrid 4x4 Sport,42819.0,Familiar
1382,B-MAX,1.5TDCi Trend 95,14588.0,Monovolumen polivalente
1383,B-MAX,1.0 EcoBoost Trend,15850.0,Monovolumen polivalente
1384,B-MAX,1.4 Trend,16502.0,Monovolumen polivalente
1385,B-MAX,1.4 Autogas (GLP) Trend,17252.0,Monovolumen polivalente
1386,B-MAX,1.4 Autogas (GLP) Titanium,18252.0,Monovolumen polivalente
1387,B-MAX,1.6 Ti-VCT Trend Powershift,18652.0,Monovolumen polivalente
1388,B-MAX,1.0 EcoBoost A S&S; Colourline 125,19040.0,Monovolumen polivalente
1389,B-MAX,1.0 EcoBoost A S&S; Titanium 125,19090.0,Monovolumen polivalente
1390,B-MAX,1.0 EcoBoost A S&S; Titanium 140,19440.0,Monovolumen polivalente
1391,B-MAX,1.6 Ti-VCT Colourline Powershift,19602.0,Monovolumen polivalente
1392,B-MAX,1.6 Ti-VCT Titanium Powershift,19652.0,Monovolumen polivalente
1393,B-MAX,1.5TDCi Colourline 95,20603.0,Monovolumen polivalente
1394,B-MAX,1.5TDCi Titanium 95,20653.0,Monovolumen polivalente
1395,C-MAX,1.6 Ti-VCT Trend+ 85,16226.0,Monovolumen compacto
1396,C-MAX,1.0 Ecoboost Auto-S&S; Trend+ 125,16347.0,Monovolumen compacto
1397,C-MAX,1.0 Ecoboost Auto-S&S; Titanium 125,17813.0,Monovolumen compacto
1398,C-MAX,1.0 Ecoboost Auto-S&S; Trend+ 100,17826.0,Monovolumen compacto
1399,C-MAX,1.6 Ti-VCT Trend+ (flotas) 125,17926.0,Monovolumen compacto
1400,C-MAX,1.5TDCi Trend+ 120,18197.0,Monovolumen compacto
1401,C-MAX,1.6 Autogas (GLP) Trend+,18726.0,Monovolumen compacto
1402,C-MAX,1.6 Autogas (GLP) Titanium,20451.0,Monovolumen compacto
1403,C-MAX,Grand  1.0 EcoB. Auto-S&S; Trend+ 100,21367.0,Monovolumen compacto
1404,C-MAX,Grand  1.6 Ti-VCT Trend+ (flotas),21567.0,Monovolumen compacto
1405,C-MAX,1.5TDCi Titanium 120,21579.0,Monovolumen compacto
1406,C-MAX,Grand  1.0 EcoB. Auto-S&S; Trend+ 125,22367.0,Monovolumen compacto
1407,C-MAX,1.5 Ecoboost Auto-S&S; Titanium 150,22451.0,Monovolumen compacto
1408,C-MAX,1.5TDCi Trend+ 95,22867.0,Monovolumen compacto
1409,C-MAX,1.5TDCi Econetic Auto-S&S; Trend+ 105,23367.0,Monovolumen compacto
1410,C-MAX,Grand  1.5TDCi Trend+ 95,23867.0,Monovolumen compacto
1411,C-MAX,Grand  1.0 EcoB. Auto-S&S; Titanium 125,24092.0,Monovolumen compacto
1412,C-MAX,Grand  1.5TDCi Trend+ 120,24367.0,Monovolumen compacto
1413,C-MAX,1.5TDCi Business 95,24392.0,Monovolumen compacto
1414,C-MAX,1.5TDCi Trend+ PS 120,24867.0,Monovolumen compacto
1415,C-MAX,1.5TDCi Econetic Auto-S&S; Business 105,24892.0,Monovolumen compacto
1416,C-MAX,1.5TDCi Business 120,24892.0,Monovolumen compacto
1417,C-MAX,Grand  1.5TDCi Business 95,25392.0,Monovolumen compacto
1418,C-MAX,Grand  1.5TDCi Trend+ PS 120,25867.0,Monovolumen compacto
1419,C-MAX,Grand  1.5TDCi Business 120,25892.0,Monovolumen compacto
1420,C-MAX,Grand  1.5TDCi Titanium 120,26092.0,Monovolumen compacto
1421,C-MAX,Grand  1.5 EcoB. Auto-S&S; Titanium 150,26092.0,Monovolumen compacto
1422,C-MAX,1.5TDCi Titanium PS 120,26592.0,Monovolumen compacto
1423,C-MAX,2.0TDCi Auto-S&S; Business,26842.0,Monovolumen compacto
1424,C-MAX,2.0TDCi Auto-S&S; Titanium,27042.0,Monovolumen compacto
1425,C-MAX,Grand  1.5TDCi Titanium PS 120,27592.0,Monovolumen compacto
1426,C-MAX,Grand  2.0TDCi Auto-S&S; Business,27842.0,Monovolumen compacto
1427,C-MAX,Grand  2.0TDCi Auto-S&S; Titanium,28042.0,Monovolumen compacto
1428,C-MAX,2.0TDCi Auto-S&S; Business PS,28342.0,Monovolumen compacto
1429,C-MAX,2.0TDCi Auto-S&S; Titanium PS,28542.0,Monovolumen compacto
1430,C-MAX,Grand  2.0TDCi Auto-S&S; Business PS,29342.0,Monovolumen compacto
1431,C-MAX,Grand  2.0TDCi Auto-S&S; Titanium PS,29542.0,Monovolumen compacto
1432,ECOSPORT,1.5TDCi Trend 95,15049.0,TTE Compacto
1433,ECOSPORT,1.5TDCi Titanium 95,15944.0,TTE Compacto
1434,ECOSPORT,1.5TDCi Titanium S 95,16804.0,TTE Compacto
1435,ECOSPORT,1.5 Ti-VCT Trend,17773.0,TTE Compacto
1436,ECOSPORT,1.5 Ti-VCT Titanium,19023.0,TTE Compacto
1437,ECOSPORT,1.0 EcoBoost Trend 125,19023.0,TTE Compacto
1438,ECOSPORT,1.5 Ti-VCT Trend PS,19273.0,TTE Compacto
1439,ECOSPORT,1.0 EcoBoost Trend 140,19373.0,TTE Compacto
1440,ECOSPORT,1.0 EcoBoost Titanium 125,20273.0,TTE Compacto
1441,ECOSPORT,1.5 Ti-VCT Titanium PS,20523.0,TTE Compacto
1442,ECOSPORT,1.0 EcoBoost Titanium 140,20623.0,TTE Compacto
1443,ECOSPORT,1.0 EcoBoost Titanium S 125,21123.0,TTE Compacto
1444,ECOSPORT,1.0 EcoBoost Titanium S 140,21473.0,TTE Compacto
1445,EDGE,2.0TDCi Trend 4x4 180,38699.0,TTE Familiar
1446,EDGE,2.0TDCi Titanium 4x4 180,41383.0,TTE Familiar
1447,EDGE,2.0TDCi ST-Line 4x4 180,43319.0,TTE Familiar
1448,EDGE,2.0TDCi Titanium 4x4 PowerShift 210,44903.0,TTE Familiar
1449,EDGE,2.0TDCi ST-Line 4x4 PowerShift 210,46839.0,TTE Familiar
1450,EDGE,Vignale  2.0TDCi 4x4 180,47983.0,TTE Familiar
1451,EDGE,Vignale  2.0TDCi 4x4 PowerShift 210,51503.0,TTE Familiar
1452,FIESTA,1.1 Ti-VCT Trend,14798.0,Utilitario/Polivalente
1453,FIESTA,1.1 Ti-VCT Trend,15648.0,Utilitario/Polivalente
1454,FIESTA,1.1 Ti-VCT Trend+,16228.0,Utilitario/Polivalente
1455,FIESTA,1.0 EcoBoost S-S Trend+ 100,17228.0,Utilitario/Polivalente
1456,FIESTA,1.5TDCi Trend 85,17248.0,Utilitario/Polivalente
1457,FIESTA,1.0 EcoBoost S-S ST Line 100,17698.0,Utilitario/Polivalente
1458,FIESTA,1.5TDCi Trend+ 85,17828.0,Utilitario/Polivalente
1459,FIESTA,1.0 EcoBoost S-S Titanium 100,17898.0,Utilitario/Polivalente
1460,FIESTA,1.0 EcoBoost S-S ST Line 100,18248.0,Utilitario/Polivalente
1461,FIESTA,1.5TDCi ST Line 85,18298.0,Utilitario/Polivalente
1462,FIESTA,1.5TDCi Titanium 85,18498.0,Utilitario/Polivalente
1463,FIESTA,1.0 EcoBoost S-S Titanium 125,18648.0,Utilitario/Polivalente
1464,FIESTA,1.5TDCi ST Line 85,18848.0,Utilitario/Polivalente
1465,FIESTA,1.0 EcoBoost S-S ST Line 125,18998.0,Utilitario/Polivalente
1466,FIESTA,1.0 EcoBoost S-S Titanium Aut. 100,19398.0,Utilitario/Polivalente
1467,FIESTA,1.0 EcoBoost S-S ST Line 140,19448.0,Utilitario/Polivalente
1468,FIESTA,1.5TDCi S-S Titanium 120,19548.0,Utilitario/Polivalente
1469,FIESTA,1.5TDCi S-S ST Line 120,19898.0,Utilitario/Polivalente
1470,FIESTA,Vignale  1.0 EcoBoost S-S 100,20248.0,Utilitario/Polivalente
1471,FIESTA,Vignale  1.5TDCi S-S 85,21048.0,Utilitario/Polivalente
1472,FIESTA,Vignale  1.0 EcoBoost S-S Aut. 100,21748.0,Utilitario/Polivalente
1477,FOCUS,1.0 Ecoboost Auto-S&S; Trend 100,12851.0,Compacto
1478,FOCUS,1.0 Ecoboost Auto-S&S; Trend 100,12851.0,Monovolumen compacto
1479,FOCUS,1.0 Ecoboost Auto-S&S; Trend+ 125,13777.0,Compacto
1480,FOCUS,1.0 Ecoboost Auto-S&S; Trend+ 125,13777.0,Monovolumen compacto
1481,FOCUS,1.6 Autogas (GLP) Trend+,14085.0,Compacto
1482,FOCUS,1.6 Autogas (GLP) Trend+,14085.0,Monovolumen compacto
1483,FOCUS,1.5TDCi Trend 95,14887.0,Compacto
1484,FOCUS,1.5TDCi Trend 95,14887.0,Monovolumen compacto
1485,FOCUS,1.5TDCi Trend+ 120,15318.0,Compacto
1486,FOCUS,1.5TDCi Trend+ 120,15318.0,Monovolumen compacto
1487,FOCUS,1.5TDCi Trend+ 95,15363.0,Compacto
1488,FOCUS,1.5TDCi Trend+ 95,15363.0,Monovolumen compacto
1489,FOCUS,1.0 Ecoboost Auto-S&S; ST-Line 125,15476.0,Compacto
1490,FOCUS,1.0 Ecoboost Auto-S&S; ST-Line 125,15476.0,Monovolumen compacto
1491,FOCUS,1.0 Ecoboost Auto-S&S; Business 125,15776.0,Compacto
1492,FOCUS,1.0 Ecoboost Auto-S&S; Business 125,15776.0,Monovolumen compacto
1493,FOCUS,1.6 Autogas (GLP) Titanium,15785.0,Compacto
1494,FOCUS,1.6 Autogas (GLP) Titanium,15785.0,Monovolumen compacto
1495,FOCUS,1.0 Ecoboost Auto-S&S; Titanium 125,15976.0,Compacto
1496,FOCUS,1.0 Ecoboost Auto-S&S; Titanium 125,15976.0,Monovolumen compacto
1497,FOCUS,1.5TDCi Business 95,16812.0,Compacto
1498,FOCUS,1.5TDCi Business 95,16812.0,Monovolumen compacto
1499,FOCUS,1.5TDCi ST-Line 120,17012.0,Compacto
1500,FOCUS,1.5TDCi ST-Line 120,17012.0,Monovolumen compacto
1501,FOCUS,1.5TDCi Business 120,17313.0,Compacto
1502,FOCUS,1.5TDCi Business 120,17313.0,Monovolumen compacto
1503,FOCUS,1.5TDCi Titanium 120,17513.0,Compacto
1504,FOCUS,1.5TDCi Titanium 120,17513.0,Monovolumen compacto
1505,FOCUS,1.5 Ecoboost Auto-S&S; Titanium 150,17735.0,Compacto
1506,FOCUS,1.5 Ecoboost Auto-S&S; Titanium 150,17735.0,Monovolumen compacto
1507,FOCUS,1.5 Ecoboost Auto-S&S; ST-Line 182,18235.0,Compacto
1508,FOCUS,1.5 Ecoboost Auto-S&S; ST-Line 182,18235.0,Monovolumen compacto
1509,FOCUS,1.5TDCi ST-Line PS 120,18512.0,Compacto
1510,FOCUS,1.5TDCi ST-Line PS 120,18512.0,Monovolumen compacto
1511,FOCUS,2.0TDCi Auto-S&S; ST-Line 150,18962.0,Compacto
1512,FOCUS,2.0TDCi Auto-S&S; ST-Line 150,18962.0,Monovolumen compacto
1513,FOCUS,1.5TDCi Titanium PS 120,19013.0,Compacto
1514,FOCUS,1.5TDCi Titanium PS 120,19013.0,Monovolumen compacto
1515,FOCUS,2.0TDCi Auto-S&S; Titanium 150,19463.0,Compacto
1516,FOCUS,2.0TDCi Auto-S&S; Titanium 150,19463.0,Monovolumen compacto
1517,FOCUS,1.5 Ecoboost Auto-S&S; ST-Line PS 182,19735.0,Compacto
1518,FOCUS,1.5 Ecoboost Auto-S&S; ST-Line PS 182,19735.0,Monovolumen compacto
1519,FOCUS,1.5 EcoB. T ST-Line Red&Black; Ed.182,20135.0,Compacto
1520,FOCUS,1.5 EcoB. T ST-Line Red&Black; Ed.182,20135.0,Monovolumen compacto
1521,FOCUS,1.5 EcoB. T ST-Line Black&Red; Ed. 182,20135.0,Compacto
1522,FOCUS,1.5 EcoB. T ST-Line Black&Red; Ed. 182,20135.0,Monovolumen compacto
1523,FOCUS,2.0TDCi Auto-S&S; ST-Line PS 150,20462.0,Compacto
1524,FOCUS,2.0TDCi Auto-S&S; ST-Line PS 150,20462.0,Monovolumen compacto
1525,FOCUS,2.0TDCi ST-Line Red&Black; Ed. 150,20862.0,Compacto
1526,FOCUS,2.0TDCi ST-Line Red&Black; Ed. 150,20862.0,Monovolumen compacto
1527,FOCUS,2.0TDCi ST-Line Black&Red; Ed. 150,20862.0,Compacto
1528,FOCUS,2.0TDCi ST-Line Black&Red; Ed. 150,20862.0,Monovolumen compacto
1529,FOCUS,2.0TDCi Auto-S&S; Titanium PS 150,20963.0,Compacto
1530,FOCUS,2.0TDCi Auto-S&S; Titanium PS 150,20963.0,Monovolumen compacto
1531,FOCUS,Sb. 1.0 Ecoboost Auto-S&S; Trend+ 125,21223.0,Compacto
1532,FOCUS,Sb. 1.0 Ecoboost Auto-S&S; Trend+ 125,21223.0,Monovolumen compacto
1533,FOCUS,1.0 Ecoboost Auto-S&S; Trend+ Aut. 125,21973.0,Compacto
1534,FOCUS,1.0 Ecoboost Auto-S&S; Trend+ Aut. 125,21973.0,Monovolumen compacto
1535,FOCUS,Sb. 1.5TDCi Trend+ 95,22223.0,Compacto
1536,FOCUS,Sb. 1.5TDCi Trend+ 95,22223.0,Monovolumen compacto
1537,FOCUS,Sb. 1.0 Ecoboost Auto-S&S; Business 125,22673.0,Compacto
1538,FOCUS,Sb. 1.0 Ecoboost Auto-S&S; Business 125,22673.0,Monovolumen compacto
1539,FOCUS,Sb. 1.5TDCi Trend+ 120,22723.0,Compacto
1540,FOCUS,Sb. 1.5TDCi Trend+ 120,22723.0,Monovolumen compacto
1541,FOCUS,Sb. 1.0 EcoB. Auto-S&S; Trend+ PS 125,22723.0,Compacto
1542,FOCUS,Sb. 1.0 EcoB. Auto-S&S; Trend+ PS 125,22723.0,Monovolumen compacto
1543,FOCUS,Sb. 1.0 EcoB. Auto-S&S; Titanium 125,22873.0,Compacto
1544,FOCUS,Sb. 1.0 EcoB. Auto-S&S; Titanium 125,22873.0,Monovolumen compacto
1545,FOCUS,1.0 Ecoboost Auto-S&S; ST-Line Aut. 125,23123.0,Compacto
1546,FOCUS,1.0 Ecoboost Auto-S&S; ST-Line Aut. 125,23123.0,Monovolumen compacto
1547,FOCUS,1.5TDCi Trend+ PS 120,23473.0,Compacto
1548,FOCUS,1.5TDCi Trend+ PS 120,23473.0,Monovolumen compacto
1549,FOCUS,1.0 Ecoboost Auto-S&S; Titanium Aut. 125,23623.0,Compacto
1550,FOCUS,1.0 Ecoboost Auto-S&S; Titanium Aut. 125,23623.0,Monovolumen compacto
1551,FOCUS,Sb. 1.5TDCi Business 120,24173.0,Compacto
1552,FOCUS,Sb. 1.5TDCi Business 120,24173.0,Monovolumen compacto
1553,FOCUS,Sb. 1.5TDCi Trend+ PS 120,24223.0,Compacto
1554,FOCUS,Sb. 1.5TDCi Trend+ PS 120,24223.0,Monovolumen compacto
1555,FOCUS,2.0 Ecoboost Auto-S&S; ST,24360.0,Compacto
1556,FOCUS,2.0 Ecoboost Auto-S&S; ST,24360.0,Monovolumen compacto
1557,GALAXY,2.0TDCI Trend 120,36655.0,Monovolumen familiar
1558,GALAXY,1.5 EcoBoost Trend 160,36655.0,Monovolumen familiar
1559,GALAXY,2.0TDCI Trend 150,38655.0,Monovolumen familiar
1560,GALAXY,1.5 EcoBoost Titanium 160,39305.0,Monovolumen familiar
1561,GALAXY,2.0TDCI Trend Powershift 150,40655.0,Monovolumen familiar
1562,GALAXY,2.0TDCI Titanium 150,41305.0,Monovolumen familiar
1563,GALAXY,2.0TDCI Titanium Powershift 150,43305.0,Monovolumen familiar
1564,GALAXY,2.0TDCI Titanium 180,43305.0,Monovolumen familiar
1565,GALAXY,2.0TDCI Titanium AWD 150,44305.0,Monovolumen familiar
1566,GALAXY,2.0 EcoBoost Titanium 240 Aut.,44805.0,Monovolumen familiar
1567,GALAXY,2.0TDCI Titanium Powershift 180,45305.0,Monovolumen familiar
1568,GALAXY,2.0TDCI Biturbo Titanium PS 210,47305.0,Monovolumen familiar
1569,GALAXY,2.0TDCI Titanium AWD Powershift 180,48305.0,Monovolumen familiar
1570,KA,+ 1.19 Ti-VCT Essential,7789.0,Superutilitario
1571,KA,+ 1.19 Ti-VCT Ultimate,11023.0,Superutilitario
1572,KA,+ 1.19 Ti-VCT Black & White Edition,11473.0,Superutilitario
1573,KA,+ 1.19 Ti-VCT White & Black Edition,11473.0,Superutilitario
1574,KUGA,1.5 EcoB. Auto S&S; Business 4x2 150,20643.0,TTE Compacto
1575,KUGA,1.5TDCi Trend 4x2 120,21050.0,TTE Compacto
1576,KUGA,1.5 EcoB. Auto S&S; Titanium 4x2 150,21833.0,TTE Compacto
1577,KUGA,1.5TDCi Business 4x2 120,22118.0,TTE Compacto
1578,KUGA,2.0TDCi Trend 4x2 150,22830.0,TTE Compacto
1579,KUGA,1.5 EcoB. Auto S&S; ST-Line 4x2 150,23320.0,TTE Compacto
1580,KUGA,1.5TDCi Titanium 4x2 120,23364.0,TTE Compacto
1581,KUGA,2.0TDCi Business 4x2 150,23898.0,TTE Compacto
1582,KUGA,1.5 EcoB. Auto S&S; Trend 4x2 120,24305.0,TTE Compacto
1583,KUGA,2.0TDCi Trend 4x4 150,24543.0,TTE Compacto
1584,KUGA,1.5TDCi Titanium 4x2 Aut. 120,24855.0,TTE Compacto
1585,KUGA,1.5TDCi ST-Line 4x2 120,24921.0,TTE Compacto
1586,KUGA,2.0TDCi Titanium 4x2 150,25144.0,TTE Compacto
1587,KUGA,1.5 EcoB. Auto S&S; Trend 4x2 150,25305.0,TTE Compacto
1588,KUGA,2.0TDCi Business 4x4 150,25611.0,TTE Compacto
1589,KUGA,1.5TDCi ST-Line 4x2 Aut. 120,26412.0,TTE Compacto
1590,KUGA,2.0TDCi ST-Line 4x2 150,26701.0,TTE Compacto
1591,KUGA,2.0TDCI Titanium 4x4 150,26857.0,TTE Compacto
1592,KUGA,2.0TDCi Titanium 4x4 180,27747.0,TTE Compacto
1593,KUGA,2.0TDCi Titanium 4x4 PS 150,28415.0,TTE Compacto
1594,KUGA,2.0TDCI ST-Line 4x4 150,28415.0,TTE Compacto
1595,KUGA,2.0TDCi ST-Line 4x4 180,29305.0,TTE Compacto
1596,KUGA,2.0TDCi Titanium 4x4 PS 180,29305.0,TTE Compacto
1597,KUGA,Vignale  2.0TDCi 4x2 150,29558.0,TTE Compacto
1598,KUGA,2.0TDCi ST-Line 4x4 PS 150,29972.0,TTE Compacto
1599,KUGA,2.0TDCi ST-Line 4x4 PS 180,30862.0,TTE Compacto
1600,KUGA,Vignale  2.0TDCI 4x4 150,31272.0,TTE Compacto
1601,KUGA,Vignale  2.0TDCi 4x4 180,32162.0,TTE Compacto
