,modelo,version,precio,segmento
3947,TALISMAN,1.6dCi Energy Intens EDC 130,23904.0,Familiar
3948,TALISMAN,1.6dCi Energy Zen 130,24678.0,Familiar
3949,TALISMAN,1.6 TCe Energy Intens EDC 150,24811.0,Familiar
3950,TALISMAN,1.6dCi Energy TT Intens EDC 160,24936.0,Familiar
3951,TALISMAN,S.T. 1.6dCi En. Intens EDC 130,25108.0,Familiar
3952,TALISMAN,S.T. 1.6dCi Energy Zen 130,25968.0,Familiar
3953,TALISMAN,S.T. 1.6 TCe En. Intens EDC 150,26015.0,Familiar
3954,TALISMAN,1.6dCi Energy Zen EDC 130,26054.0,Familiar
3955,TALISMAN,S.T. 1.6dCi Energy TT Intens EDC 160,26140.0,Familiar
3956,TALISMAN,1.6 TCe Energy Zen EDC 150,26961.0,Familiar
3957,TALISMAN,1.6dCi Energy TT Zen EDC 160,27086.0,Familiar
3958,TALISMAN,S.T. 1.6dCi Energy Zen EDC 130,27344.0,Familiar
3959,TALISMAN,S.T. 1.6 TCe En. Zen EDC 150,28122.0,Familiar
3960,TALISMAN,S.T. 1.6dCi Energy TT Zen EDC 160,28376.0,Familiar
3961,TALISMAN,1.6 TCe Energy Zen EDC 200,28681.0,Familiar
3962,TALISMAN,S.T. 1.6 TCe En. Zen EDC 200,29842.0,Familiar
3963,TALISMAN,1.6dCi En.TT Initiale París EDC 160,32160.0,Familiar
3964,TALISMAN,1.6 TCe En. Initiale París EDC 200,33755.0,Familiar
3965,TALISMAN,S.T. 1.6dCi En. TT Initiale París EDC 160,33880.0,Familiar
3966,TALISMAN,S.T. 1. 6 TCe En. Initiale París EDC 200,35475.0,Familiar
3967,TWINGO,SCe Energy S&S; Intens 70,10770.0,Superutilitario
3968,TWINGO,SCe Energy S&S; Zen 70,11616.0,Superutilitario
3969,TWINGO,SCe Energy S&S; Intens Plus 70,11731.0,Superutilitario
3970,TWINGO,TCe Energy S&S; Zen 90,12462.0,Superutilitario
3971,TWINGO,TCe S&S; Zen EDC 90,13684.0,Superutilitario
3972,TWINGO,TCe GT 110,15818.0,Superutilitario
3973,TWIZY,Life 45 Flexi,6448.0,Superutilitario
3976,TWIZY,Life 45,11855.0,Superutilitario
3979,ZOE,Entry Flexi,22218.0,Utilitario/Polivalente
3980,ZOE,Life 40 Flexi,24718.0,Utilitario/Polivalente
3981,ZOE,Life Q90 Flexi,25418.0,Utilitario/Polivalente
3982,ZOE,Intens 40 Flexi,26518.0,Utilitario/Polivalente
3983,ZOE,Intens Q90 Flexi,27218.0,Utilitario/Polivalente
3984,ZOE,Bose 40 Flexi,29318.0,Utilitario/Polivalente
3985,ZOE,Entry,29718.0,Utilitario/Polivalente
3986,ZOE,Bose Q90 Flexi,30018.0,Utilitario/Polivalente
3987,ZOE,Life 40,32218.0,Utilitario/Polivalente
3988,ZOE,Life Q90,32918.0,Utilitario/Polivalente
3989,ZOE,Intens 40,34018.0,Utilitario/Polivalente
3990,ZOE,Intens Q90,34718.0,Utilitario/Polivalente
3991,ZOE,Bose 40,36818.0,Utilitario/Polivalente
3992,ZOE,Bose Q90,37518.0,Utilitario/Polivalente
3997,ALHAMBRA,1.4 TSI S&S; Reference,23526.0,Monovolumen familiar
3998,ALHAMBRA,2.0TDI CR Ecomotive Reference 115,24353.0,Monovolumen familiar
3999,ALHAMBRA,1.4 TSI S&S; Style,25592.0,Monovolumen familiar
4000,ALHAMBRA,2.0TDI CR Eco. S&S; Reference 150,25630.0,Monovolumen familiar
4001,ALHAMBRA,2.0TDI CR Eco. S&S; Style 150,27752.0,Monovolumen familiar
4002,ALHAMBRA,2.0TDI CR S&S; Style DSG 150,29684.0,Monovolumen familiar
4003,ALHAMBRA,2.0TDI CR Eco. S&S; Style Adv.150,29727.0,Monovolumen familiar
4004,ALHAMBRA,2.0TDI CR S&S; Style Advance 184,31392.0,Monovolumen familiar
4005,ALHAMBRA,2.0TDI CR S&S; Style Advance 4D 150,31613.0,Monovolumen familiar
4006,ALHAMBRA,2.0TDI CR S&S; Style Adv. DSG 150,31658.0,Monovolumen familiar
4007,ALHAMBRA,2.0 TSI S&S; Style Advance DSG,32387.0,Monovolumen familiar
4008,ALHAMBRA,2.0TDI CR S&S; Style Adv. DSG 184,33322.0,Monovolumen familiar
4009,ALHAMBRA,2.0TDI CR S&S; Style Adv. 4D DSG 184,34985.0,Monovolumen familiar
4010,ATECA,1.0 TSI S&S; Ecomotive Reference,15938.0,TTE Compacto
4011,ATECA,1.0 TSI S&S; Eco. Business Reference,16310.0,TTE Compacto
4012,ATECA,1.0 TSI S&S; Ecomotive Style,18210.0,TTE Compacto
4013,ATECA,1.6TDI CR S&S; Ecomotive Reference,18338.0,TTE Compacto
4014,ATECA,1.6TDI CR S&S; Eco. Business Reference,18702.0,TTE Compacto
4015,ATECA,1.4 EcoTSI S&S; Style,20061.0,TTE Compacto
4016,ATECA,1.6TDI CR S&S; Ecomotive Style,20430.0,TTE Compacto
4017,ATECA,1.4 EcoTSI S&S; Xcellence,21620.0,TTE Compacto
4018,ATECA,1.6TDI CR S&S; Ecomotive Xcellence,22562.0,TTE Compacto
4019,ATECA,1.4 EcoTSI S&S; Xcellence DSG-7,23491.0,TTE Compacto
4020,ATECA,1.4 EcoTSI S&S; FR,23534.0,TTE Compacto
4021,ATECA,2.0TDI CR S&S; Style 4Drive 150,23787.0,TTE Compacto
4022,ATECA,1.4 EcoTSI S&S; Xcellence 4Drive,23934.0,TTE Compacto
4023,ATECA,1.4 EcoTSI S&S; FR DSG-7,25405.0,TTE Compacto
4024,ATECA,2.0TDI CR S&S; Xcellence 4Drive 150,25626.0,TTE Compacto
4025,ATECA,1.4 EcoTSI S&S; Xcellence 4D DSG-6,25805.0,TTE Compacto
4026,ATECA,1.4 EcoTSI S&S; FR 4Drive,25848.0,TTE Compacto
4027,ATECA,2.0TSI S&S; Xcellence 4Drive DSG-7,27119.0,TTE Compacto
4028,ATECA,2.0TDI CR S&S; FR 4Drive 150,27540.0,TTE Compacto
4029,ATECA,1.4 EcoTSI S&S; FR 4D DSG-6,27719.0,TTE Compacto
4030,ATECA,2.0TSI S&S; FR 4Drive DSG-7,29033.0,TTE Compacto
4031,ATECA,2.0TDI CR S&S; Xcellence 4D DSG-7 190,30177.0,TTE Compacto
4032,ATECA,2.0TDI CR S&S; FR 4D DSG-7 190,32135.0,TTE Compacto
4033,IBIZA,1.0 S&S; Reference 75,9075.0,Utilitario/Polivalente
4034,IBIZA,1.0 S&S; Full Connect 75,9233.0,Utilitario/Polivalente
4035,IBIZA,1.0 S&S; Reference Plus 75,9930.0,Utilitario/Polivalente
4036,IBIZA,1.0 EcoTSI S&S; Reference 95,9934.0,Utilitario/Polivalente
4037,IBIZA,1.0 EcoTSI S&S; Reference Plus 95,10512.0,Utilitario/Polivalente
4038,IBIZA,1.0 S&S; Style 75,11069.0,Utilitario/Polivalente
4039,IBIZA,1.0 EcoTSI S&S; Style 95,11639.0,Utilitario/Polivalente
4040,IBIZA,1.4TDI CR St&St; Full Connect,11771.0,Utilitario/Polivalente
4041,IBIZA,1.0 EcoTSI S&S; Style 115,12181.0,Utilitario/Polivalente
4042,IBIZA,1.0 EcoTSI S&S; Xcellence 95,12593.0,Utilitario/Polivalente
4043,IBIZA,1.0 EcoTSI S&S; FR 115,13123.0,Utilitario/Polivalente
4044,IBIZA,1.0 EcoTSI S&S; Xcellence 115,13123.0,Utilitario/Polivalente
4045,IBIZA,1.0 EcoTSI S&S; FR DSG7 115,14834.0,Utilitario/Polivalente
4046,IBIZA,1.0 EcoTSI S&S; Xcellence DSG7 115,14834.0,Utilitario/Polivalente
4047,LEóN,1.2 TSI S&S; Reference 110,12465.0,Compacto
4048,LEóN,1.4 TGI GNC S&S; Reference 110,13248.0,Compacto
4049,LEóN,1.2 TSI S&S; Style 110,13951.0,Compacto
4050,LEóN,ST 1.4 TGI GNC S&S; Reference 110,14087.0,Compacto
4051,LEóN,ST 1.2 TSI S&S; Reference 110,14246.0,Compacto
4052,LEóN,1.4 TSI S&S; Style 125,14369.0,Compacto
4053,LEóN,1.6TDI CR Reference 90,14420.0,Compacto
4054,LEóN,1.4 TGI GNC S&S; Style 110,14601.0,Compacto
4055,LEóN,SC 1.4 TSI S&S; Style 125,14790.0,Compacto
4056,LEóN,1.6TDI CR S&S; Reference 115,15057.0,Compacto
4057,LEóN,ST 1.2 TSI S&S; Style 110,15333.0,Compacto
4058,LEóN,SC 1.4 TSI S&S; FR 125,15364.0,Compacto
4059,LEóN,1.4 TSI ACT S&S; Style 150,15375.0,Compacto
4060,LEóN,ST 1.4 TGI GNC S&S; Style 110,15625.0,Compacto
4061,LEóN,ST 1.4 TSI S&S; Style 125,15751.0,Compacto
4062,LEóN,SC 1.4 TSI ACT S&S; Style 150,15819.0,Compacto
4063,LEóN,1.4 TSI S&S; FR 125,15820.0,Compacto
4064,LEóN,1.4 TSI S&S; Xcellence 125,15820.0,Compacto
4065,LEóN,ST 1.6TDI CR S&S; Reference 115,15855.0,Compacto
4066,LEóN,1.6TDI CR S&S; Style 115,16014.0,Compacto
4067,LEóN,1.4 TGI GNC S&S; Style DSG 110,16134.0,Compacto
4068,LEóN,SC 1.4 TSI ACT S&S; FR 150,16356.0,Compacto
4069,LEóN,SC 1.8 TSI S&S; FR 180,16572.0,Compacto
4070,LEóN,SC 1.6TDI CR S&S; Style 115,16742.0,Compacto
4071,LEóN,ST 1.4 TSI ACT S&S; Style 150,16757.0,Compacto
4072,LEóN,1.4 TSI ACT S&S; FR 150,16834.0,Compacto
4073,LEóN,1.4 TSI ACT S&S; Xcellence 150,16834.0,Compacto
4074,LEóN,ST 1.6TDI CR S&S; Style 115,16915.0,Compacto
4075,LEóN,2.0TDI CR S&S; Style 150,17109.0,Compacto
4076,LEóN,ST 1.4 TGI GNC S&S; Style DSG 110,17155.0,Compacto
4077,LEóN,1.6TDI CR S&S; Style DSG 115,17536.0,Compacto
4078,LEóN,ST 1.4 TSI ACT S&S; Xcellence 150,17718.0,Compacto
4079,LEóN,ST 1.4 TSI ACT S&S; FR 150,17718.0,Compacto
4080,LEóN,SC 2.0TDI CR S&S; Style 150,17836.0,Compacto
4081,LEóN,SC 1.4 TSI ACT S&S; FR DSG 150,17852.0,Compacto
4082,LEóN,ST 1.8 TSI S&S; FR 180,17963.0,Compacto
4083,LEóN,ST 1.8 TSI S&S; Xcellence 180,17963.0,Compacto
4084,LEóN,ST 2.0TDI CR S&S; Style 150,18009.0,Compacto
4085,LEóN,2.0TDI CR S&S; FR 150,18052.0,Compacto
4086,LEóN,2.0TDI CR S&S; Xcellence 150,18052.0,Compacto
4087,LEóN X-PERIENCE,1.4 TSI S&S; 125,16951.0,Familiar
4088,LEóN X-PERIENCE,1.6TDI CR S&S; 115,18261.0,Familiar
4089,LEóN X-PERIENCE,2.0TDI CR S&S; 4Drive 150,20617.0,Familiar
4090,LEóN X-PERIENCE,1.8 TSI S&S; 4Drive DSG-6 180,22009.0,Familiar
4091,LEóN X-PERIENCE,2.0TDI CR S&S; 4D DSG-6 150,23052.0,Familiar
4092,LEóN X-PERIENCE,2.0TDI CR S&S; 4D DSG-6 184,23757.0,Familiar
4093,MII,1.0 Reference 60,7120.0,Superutilitario
4094,MII,1.0 Style 60,7237.0,Superutilitario
4095,MII,1.0 Reference 60,7418.0,Superutilitario
4096,MII,1.0 Style 60,7521.0,Superutilitario
4097,MII,1.0 Style 75,7699.0,Superutilitario
4098,MII,1.0 Style 75,7984.0,Superutilitario
4099,MII,1.0 Chic 75,8135.0,Superutilitario
4100,MII,1.0 Style Aut. 75,8376.0,Superutilitario
4101,MII,1.0 Chic 75,8420.0,Superutilitario
4102,MII,1.0 Sport 75,8447.0,Superutilitario
4103,MII,1.0 Style Aut. 75,8661.0,Superutilitario
4104,MII,1.0 Sport 75,8732.0,Superutilitario
4105,MII,1.0 Ecofuel GNC S&S; Style 68,9269.0,Superutilitario
4106,MII,1.0 Ecofuel GNC S&S; Style 68,9561.0,Superutilitario
4107,TOLEDO,1.0 EcoTSI S&S; Reference 95,10693.0,Compacto
4108,TOLEDO,1.6TDI CR Reference 115,12794.0,Compacto
4109,TOLEDO,1.0 EcoTSI S&S; Style 110,13393.0,Compacto
4110,TOLEDO,1.0 EcoTSI S&S; Xcellence 110,13622.0,Compacto
4111,TOLEDO,1.6TDI CR Style 115,14520.0,Compacto
4112,TOLEDO,1.4 TSI S&S; Xcellence DSG,14858.0,Compacto
4113,TOLEDO,1.6TDI CR Xcellence 115,15058.0,Compacto
4114,CITIGO,1.0 MPI Active 60,6742.0,Superutilitario
4115,CITIGO,1.0 MPI Active 60,7042.0,Superutilitario
4116,CITIGO,1.0 MPI Active ASG 60,7435.0,Superutilitario
4117,CITIGO,1.0 MPI Active ASG 60,7734.0,Superutilitario
4118,CITIGO,1.0 MPI Ambition 60,8304.0,Superutilitario
4119,CITIGO,1.0 MPI Ambition 60,8594.0,Superutilitario
4120,CITIGO,1.0 MPI Ambition 75,8809.0,Superutilitario
4121,CITIGO,1.0 MPI Ambition ASG 60,8996.0,Superutilitario
4122,CITIGO,1.0 MPI Ambition 75,9099.0,Superutilitario
4123,CITIGO,1.0 MPI Style 75,9266.0,Superutilitario
4124,CITIGO,1.0 MPI Ambition ASG 60,9286.0,Superutilitario
4125,CITIGO,1.0 MPI Ambition ASG 75,9491.0,Superutilitario
4126,CITIGO,1.0 MPI Style 75,9566.0,Superutilitario
4127,CITIGO,1.0 MPI Monte Carlo 60,9772.0,Superutilitario
4128,CITIGO,1.0 MPI Ambition ASG 75,9791.0,Superutilitario
4129,CITIGO,1.0 MPI Style ASG 75,9959.0,Superutilitario
4130,CITIGO,1.0 MPI Style ASG 75,10258.0,Superutilitario
4131,CITIGO,1.0 MPI Monte Carlo 75,10278.0,Superutilitario
4132,CITIGO,1.0 MPI Monte Carlo ASG 75,10969.0,Superutilitario
4133,FABIA,1.0 MPI Active 60,8446.0,Utilitario/Polivalente
4134,FABIA,1.0 MPI Active 75,8931.0,Utilitario/Polivalente
4135,FABIA,1.0 MPI Business 75,8931.0,Utilitario/Polivalente
4136,FABIA,1.0 MPI Like 75,8936.0,Utilitario/Polivalente
4137,FABIA,Combi 1.0 MPI Business 75,9286.0,Utilitario/Polivalente
4138,FABIA,Combi 1.0 MPI Active 75,9286.0,Utilitario/Polivalente
4139,FABIA,1.0 TSI Active 95,9472.0,Utilitario/Polivalente
4140,FABIA,1.0 MPI Like 60,9632.0,Utilitario/Polivalente
4141,FABIA,1.0 MPI Ambition 60,9632.0,Utilitario/Polivalente
4142,FABIA,Combi 1.0 TSI Active 95,9903.0,Utilitario/Polivalente
4143,FABIA,1.0 MPI Ambition 75,10087.0,Utilitario/Polivalente
4144,FABIA,1.0 TSI Like 95,10142.0,Utilitario/Polivalente
4145,FABIA,Combi 1.0 MPI Like 75,10427.0,Utilitario/Polivalente
4146,FABIA,Combi 1.0 MPI Ambition 75,10427.0,Utilitario/Polivalente
4147,FABIA,1.0 TSI Ambition 95,10615.0,Utilitario/Polivalente
4148,FABIA,Combi 1.0 TSI Ambition 95,11053.0,Utilitario/Polivalente
4149,FABIA,Combi 1.0 TSI Like 95,11053.0,Utilitario/Polivalente
4150,FABIA,1.4TDI Business 75,11071.0,Utilitario/Polivalente
4151,FABIA,1.4TDI Active 75,11071.0,Utilitario/Polivalente
4152,FABIA,1.0 TSI Ambition 110,11179.0,Utilitario/Polivalente
4153,FABIA,1.0 TSI Like 110,11179.0,Utilitario/Polivalente
4154,FABIA,1.4TDI Like 75,11337.0,Utilitario/Polivalente
4155,FABIA,1.4TDI Like 90,11564.0,Utilitario/Polivalente
4156,FABIA,1.4TDI Ambition 90,11564.0,Utilitario/Polivalente
4157,FABIA,1.0 TSI Style 95,11571.0,Utilitario/Polivalente
4158,FABIA,Combi 1.0 TSI Ambition 110,11632.0,Utilitario/Polivalente
4159,FABIA,Combi 1.0 TSI Like 110,11632.0,Utilitario/Polivalente
4160,FABIA,Combi 1.4TDI Business 75,11825.0,Utilitario/Polivalente
4161,FABIA,Combi 1.4TDI Active 75,11825.0,Utilitario/Polivalente
4162,FABIA,1.4TDI Ambition 75,11927.0,Utilitario/Polivalente
4163,FABIA,Combi 1.0 TSI Style 95,11927.0,Utilitario/Polivalente
4164,FABIA,1.4TDI Ambition 105,12119.0,Utilitario/Polivalente
4165,FABIA,1.0 TSI Style 110,12135.0,Utilitario/Polivalente
4166,FABIA,1.0 TSI Ambition DSG 110,12362.0,Utilitario/Polivalente
4167,FABIA,1.0 TSI Like DSG 110,12362.0,Utilitario/Polivalente
4168,FABIA,Combi 1.0 TSI Style 110,12506.0,Utilitario/Polivalente
4169,FABIA,1.0 TSI Monte Carlo 95,12590.0,Utilitario/Polivalente
4170,FABIA,Combi 1.4TDI Ambition 75,12681.0,Utilitario/Polivalente
4171,FABIA,Combi 1.4TDI Like 75,12681.0,Utilitario/Polivalente
4172,FABIA,1.4TDI Like 105,12718.0,Utilitario/Polivalente
4173,KODIAQ,1.4 TSI Active 4x2 125,21192.0,TTE Familiar
4174,KODIAQ,2.0TDI AB tech Active 4x4 150,26625.0,TTE Familiar
4175,KODIAQ,1.4 TSI ACT Ambition 4x2 DSG 150,27255.0,TTE Familiar
4176,KODIAQ,1.4 TSI ACT Ambition 4x4 150,27255.0,TTE Familiar
4177,KODIAQ,2.0TDI AB tech Ambition 4x4 150,29341.0,TTE Familiar
4178,KODIAQ,2.0TDI AB tech Ambition 4x2 DSG 150,29341.0,TTE Familiar
4179,KODIAQ,1.4 TSI ACT Style 4x4 150,30748.0,TTE Familiar
4180,KODIAQ,2.0TDI AB tech Ambition 4x4 DSG 150,31281.0,TTE Familiar
4181,KODIAQ,1.4 TSI ACT Style 4x4 DSG 150,32538.0,TTE Familiar
4182,KODIAQ,2.0TDI AB tech Style 4x2 DSG 150,32833.0,TTE Familiar
4183,KODIAQ,2.0TDI AB tech Style 4x4 150,32833.0,TTE Familiar
4184,KODIAQ,2.0 TSI Style 4x4 DSG 180,34187.0,TTE Familiar
4185,KODIAQ,2.0TDI AB tech Style 4x4 DSG 150,34774.0,TTE Familiar
4186,KODIAQ,2.0TDI AB tech Style 4x4 DSG 190,36171.0,TTE Familiar
4187,OCTAVIA,1.0 TSI Active 115,14819.0,Familiar
4188,OCTAVIA,Combi 1.0 TSI Active 115,15804.0,Familiar
4189,OCTAVIA,1.0 TSI Ambition 115,16002.0,Familiar
4190,OCTAVIA,1.0 TSI Like 115,16002.0,Familiar
4191,OCTAVIA,1.4 TSI CNG Ambition 110,16776.0,Familiar
4192,OCTAVIA,Combi 1.0 TSI Ambition 115,16928.0,Familiar
4193,OCTAVIA,Combi 1.0 TSI Like 115,16928.0,Familiar
4194,OCTAVIA,1.6TDI CR Active 115,17001.0,Familiar
4195,OCTAVIA,1.4 TSI CNG Active 110,17103.0,Familiar
4196,OCTAVIA,1.4 TSI Ambition 150,17104.0,Familiar
4197,OCTAVIA,1.4 TSI Like 150,17104.0,Familiar
4198,OCTAVIA,1.4 TSI CNG Like 110,17379.0,Familiar
4199,OCTAVIA,1.0 TSI Ambition DSG 115,17621.0,Familiar
4200,OCTAVIA,1.0 TSI Like DSG 115,17621.0,Familiar
4201,OCTAVIA,Combi 1.6TDI CR Active 115,17865.0,Familiar
4202,OCTAVIA,Combi 1.4 TSI CNG Active 110,18088.0,Familiar
4203,OCTAVIA,1.6TDI CR Like 115,18184.0,Familiar
4204,OCTAVIA,1.6TDI CR Ambition 115,18184.0,Familiar
4205,OCTAVIA,Combi 1.6TDI CR Like 115,18240.0,Familiar
4206,OCTAVIA,Combi 1.4 TSI CNG Like 110,18244.0,Familiar
4207,OCTAVIA,Combi 1.0 TSI Like DSG 115,18548.0,Familiar
4208,OCTAVIA,Combi 1.0 TSI Ambition DSG 115,18548.0,Familiar
4209,OCTAVIA,1.4 TSI Style 150,18560.0,Familiar
4210,OCTAVIA,1.4 TSI CNG Like DSG 110,18845.0,Familiar
4211,OCTAVIA,Combi 1.4 TSI Like 150,18861.0,Familiar
4212,OCTAVIA,Combi 1.4 TSI Ambition 150,18861.0,Familiar
4213,OCTAVIA,1.4 TSI Like DSG 150,18886.0,Familiar
4214,OCTAVIA,1.4 TSI Ambition DSG 150,18886.0,Familiar
4215,OCTAVIA,Combi 1.6TDI CR Ambition 115,19048.0,Familiar
4216,OCTAVIA,Combi 1.4 TSI CNG Ambition 110,19212.0,Familiar
4217,OCTAVIA,2.0TDI CR Like 150,19512.0,Familiar
4218,OCTAVIA,2.0TDI CR Ambition 150,19512.0,Familiar
4219,OCTAVIA,1.6TDI CR Style 115,19640.0,Familiar
4220,OCTAVIA,Combi 1.4 TSI CNG Like DSG 110,19709.0,Familiar
4221,OCTAVIA,1.6TDI CR Ambition DSG 115,19731.0,Familiar
4222,OCTAVIA,1.6TDI CR Like DSG 115,19731.0,Familiar
4223,OCTAVIA,1.4 TSI CNG Style 110,19742.0,Familiar
4224,OCTAVIA,1.4 TSI CNG Ambition DSG 110,19751.0,Familiar
4225,OCTAVIA,Combi 1.4 TSI Like DSG 150,19813.0,Familiar
4226,OCTAVIA,Combi 1.4 TSI Ambition DSG 150,19813.0,Familiar
4227,RAPID,1.0 TSI Active 95,12388.0,Compacto
4228,RAPID,1.0 TSI Active 110,13025.0,Compacto
4229,RAPID,1.4TDI CR Active 90,13607.0,Compacto
4230,RAPID,1.0 TSI Ambition 95,13707.0,Compacto
4231,RAPID,1.0 TSI Ambition 110,14344.0,Compacto
4232,RAPID,1.6TDI CR Active 115,14681.0,Compacto
4233,RAPID,1.4TDI CR Ambition 90,14927.0,Compacto
4234,RAPID,1.0 TSI Ambition DSG 95,15236.0,Compacto
4235,RAPID,1.0 TSI Style 110,15482.0,Compacto
4236,RAPID,1.4 TSI Ambition DSG 125,15819.0,Compacto
4237,RAPID,1.6TDI CR Ambition 115,16001.0,Compacto
4238,RAPID,1.4TDI CR Style 90,16073.0,Compacto
4239,RAPID,1.4TDI CR Ambition DSG 90,16437.0,Compacto
4240,RAPID,1.4 TSI Style DSG 125,16956.0,Compacto
4241,RAPID,1.6TDI CR Style 115,17147.0,Compacto
4242,RAPID,1.4TDI CR Style DSG 90,17575.0,Compacto
4243,SCOUT,2.0TDI 4x4 150,24148.0,Familiar
4244,SCOUT,1.8 TSI DSG 4x4,25504.0,Familiar
4245,SCOUT,2.0TDI CR DSG 4x4 184,26314.0,Familiar
4246,SPACEBACK,1.0 TSI Active 95,11988.0,Compacto
4247,SPACEBACK,1.0 TSI Active 110,12643.0,Compacto
4248,SPACEBACK,1.4TDI Active 90,13207.0,Compacto
4249,SPACEBACK,1.0 TSI Ambition 95,13489.0,Compacto
4250,SPACEBACK,1.0 TSI Like 95,13489.0,Compacto
4251,SPACEBACK,1.6TDI CR Active 115,14044.0,Compacto
4252,SPACEBACK,1.0 TSI Like 110,14144.0,Compacto
4253,SPACEBACK,1.0 TSI Ambition 110,14144.0,Compacto
4254,SPACEBACK,1.4TDI Like 90,14708.0,Compacto
4255,SPACEBACK,1.4TDI Ambition 90,14708.0,Compacto
4256,SPACEBACK,1.0 TSI Like DSG 95,14991.0,Compacto
4257,SPACEBACK,1.0 TSI Ambition DSG 95,14991.0,Compacto
4258,SPACEBACK,1.0 TSI Style 110,15100.0,Compacto
4259,SPACEBACK,1.4 TSI Ambition DSG 125,15618.0,Compacto
4260,SPACEBACK,1.4 TSI Like DSG 125,15618.0,Compacto
4261,SPACEBACK,1.4TDI Style 90,15664.0,Compacto
4262,SPACEBACK,1.6TDI CR Like 115,15728.0,Compacto
4263,SPACEBACK,1.6TDI CR Ambition 115,15728.0,Compacto
4264,SPACEBACK,1.0 TSI Monte Carlo 95,15810.0,Compacto
4265,SPACEBACK,1.4TDI Like DSG 90,16201.0,Compacto
4266,SPACEBACK,1.4TDI Ambition DSG 90,16201.0,Compacto
4267,SPACEBACK,1.4 TSI Style DSG 125,16574.0,Compacto
4268,SPACEBACK,1.6TDI CR Style 115,16683.0,Compacto
4269,SPACEBACK,1.4TDI Style DSG 90,17156.0,Compacto
4270,SPACEBACK,1.4 TSI Monte Carlo DSG 125,17757.0,Compacto
4271,SPACEBACK,1.6TDI CR Monte Carlo 115,17866.0,Compacto
4272,SUPERB,1.6TDI CR Active 120,20521.0,Familiar
4273,SUPERB,1.4 TSI Active 150,20951.0,Familiar
4274,SUPERB,Combi 1.6TDI CR Active 120,21497.0,Familiar
4275,SUPERB,1.6TDI CR Ambition 120,21923.0,Familiar
4276,SUPERB,1.4 TSI Ambition 150,22352.0,Familiar
4277,SUPERB,2.0TDI Active 150,22432.0,Familiar
4278,SUPERB,1.6TDI CR Active DSG 120,22596.0,Familiar
4279,SUPERB,Combi 1.4 TSI Active 150,22687.0,Familiar
4280,SUPERB,Combi 1.6TDI CR Ambition 120,22898.0,Familiar
4281,SUPERB,1.6TDI CR AdBlue Ambition Greenline,23060.0,Familiar
4282,SUPERB,Combi 2.0TDI Active 150,23408.0,Familiar
4283,SUPERB,Combi 1.6TDI CR Active DSG 120,23572.0,Familiar
4284,SUPERB,1.8 TSI Ambition 180,23679.0,Familiar
4285,SUPERB,1.4 TSI Active DSG 150,23825.0,Familiar
4286,SUPERB,2.0TDI Ambition 150,23834.0,Familiar
4287,SUPERB,1.6TDI CR Ambition DSG 120,23998.0,Familiar
4288,SUPERB,Combi 1.6TDI CR Ambition GreenLine,24036.0,Familiar
4289,SUPERB,Combi 1.4 TSI Ambition 150,24089.0,Familiar
4290,SUPERB,Combi 2.0TDI Active DSG 150,24409.0,Familiar
4291,SUPERB,2.0TDI Active DSG 7 150,24507.0,Familiar
4292,SUPERB,1.4 TSI Style 150,24582.0,Familiar
4293,SUPERB,Combi 1.8 TSI Ambition 180,24680.0,Familiar
4294,SUPERB,Combi 2.0TDI Ambition 150,24809.0,Familiar
4295,SUPERB,Combi 1.4 TSI Active DSG 150,24871.0,Familiar
4296,SUPERB,Combi 1.6TDI CR Ambition DSG 120,24973.0,Familiar
4297,SUPERB,1.4 TSI Ambition DSG 150,25226.0,Familiar
4298,SUPERB,2.0TDI AdBlue tech Ambition 190,25645.0,Familiar
4299,SUPERB,Combi 2.0TDI Ambition DSG 150,25810.0,Familiar
4300,SUPERB,2.0TDI Ambition DSG 7 150,25909.0,Familiar
4301,SUPERB,2.0TDI Style 150,26063.0,Familiar
4302,SUPERB,Combi 1.4 TSI Ambition DSG 150,26273.0,Familiar
4303,SUPERB,Combi 1.4 TSI Style 150,26318.0,Familiar
4304,SUPERB,1.4 TSI Style 4x4 150,26400.0,Familiar
4305,SUPERB,Combi 2.0TDI AdBlue Ambition 190,26620.0,Familiar
4306,SUPERB,Combi 2.0TDI Style 150,27039.0,Familiar
4307,SUPERB,1.4 TSI Style DSG 150,27456.0,Familiar
4308,SUPERB,2.0TDI AdBlue tech Style 190,27874.0,Familiar
4309,SUPERB,Combi 2.0TDI Style DSG 150,28040.0,Familiar
4310,SUPERB,2.0TDI Style DSG 7 150,28138.0,Familiar
4311,SUPERB,Combi 1.4 TSI Style 4x4 150,28311.0,Familiar
4312,YETI,Outdoor 1.2 TSI Active 4x2 110,14746.0,TTE Pequeño
4313,YETI,Outdoor 1.2 TSI Black Pack 4x2 110,15274.0,TTE Pequeño
4314,YETI,Outdoor 1.2 TSI Ambition 4x2 110,15666.0,TTE Pequeño
4315,YETI,Outdoor 2.0TDI AdBlue Active 4x2 110,15851.0,TTE Pequeño
4316,YETI,Outdoor 1.4 TSI Ambition 4x2 125,16403.0,TTE Pequeño
4317,YETI,Outdoor 2.0TDI AB Black Pack 4x2 110,16675.0,TTE Pequeño
4318,YETI,Outdoor 2.0TDI AdBlue Ambition 4x2 110,16761.0,TTE Pequeño
